p,X,Y,Z,VX,VY,VZ,pitch,yaw,roll,bisBridgeOut
Player State3752,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3753,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3754,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3755,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3756,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3757,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3758,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3759,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3760,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3761,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3762,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3763,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3764,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3765,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3766,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3767,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3768,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3769,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3770,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3771,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3772,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3773,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3774,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3775,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3776,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3777,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3778,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3779,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3780,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3781,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3782,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3783,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3784,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3785,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3786,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3787,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3788,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3789,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3790,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3791,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3792,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3793,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3794,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3795,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3796,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3797,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3798,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3799,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3800,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3801,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3802,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3803,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3804,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3805,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3806,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3807,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3808,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3809,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3810,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3811,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3812,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3813,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3814,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3815,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3816,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3817,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3818,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3819,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3820,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3821,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3822,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3823,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3824,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3825,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3826,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3827,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3828,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3829,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3830,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3831,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3832,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3833,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3834,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3835,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3836,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3837,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3838,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3839,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3840,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3841,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3842,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3843,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3844,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3845,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3846,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3847,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3848,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3849,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3850,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3851,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3852,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3853,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3854,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3855,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3856,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3857,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3858,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3859,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3860,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3861,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3862,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3863,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3864,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3865,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3866,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3867,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3868,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3869,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3870,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3871,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3872,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3873,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3874,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3875,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3876,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3877,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3878,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3879,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3880,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3881,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3882,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3883,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3884,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3885,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3886,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3887,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3888,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3889,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3890,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3891,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3892,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3893,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3894,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3895,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3896,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3897,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3898,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3899,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3900,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3901,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3902,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3903,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3904,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3905,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3906,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3907,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3908,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3909,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3910,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3911,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3912,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3913,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3914,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3915,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3916,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3917,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3918,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3919,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3920,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3921,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3922,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3923,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3924,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3925,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3926,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3927,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3928,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3929,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3930,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3931,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3932,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3933,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3934,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3935,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3936,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3937,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3938,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3939,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3940,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3941,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3942,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3943,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3944,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3945,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3946,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3947,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3948,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3949,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3950,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3951,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3952,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3953,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3954,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3955,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3956,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3957,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3958,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3959,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3960,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3961,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3962,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3963,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3964,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3965,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3966,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3967,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3968,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3969,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3970,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3971,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3972,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3973,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3974,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3975,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3976,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3977,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3978,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3979,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3980,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3981,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3982,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3983,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3984,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3985,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3986,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3987,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3988,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3989,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3990,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3991,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3992,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3993,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3994,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3995,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3996,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3997,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3998,-6,-7,14,0,0,0,0,0,0,FALSE
Player State3999,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4000,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4001,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4002,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4003,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4004,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4005,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4006,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4007,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4008,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4009,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4010,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4011,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4012,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4013,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4014,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4015,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4016,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4017,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4018,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4019,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4020,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4021,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4022,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4023,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4024,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4025,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4026,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4027,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4028,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4029,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4030,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4031,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4032,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4033,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4034,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4035,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4036,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4037,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4038,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4039,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4040,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4041,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4042,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4043,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4044,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4045,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4046,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4047,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4048,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4049,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4050,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4051,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4052,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4053,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4054,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4055,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4056,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4057,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4058,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4059,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4060,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4061,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4062,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4063,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4064,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4065,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4066,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4067,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4068,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4069,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4070,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4071,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4072,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4073,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4074,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4075,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4076,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4077,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4078,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4079,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4080,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4081,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4082,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4083,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4084,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4085,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4086,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4087,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4088,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4089,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4090,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4091,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4092,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4093,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4094,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4095,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4096,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4097,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4098,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4099,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4100,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4101,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4102,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4103,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4104,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4105,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4106,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4107,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4108,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4109,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4110,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4111,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4112,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4113,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4114,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4115,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4116,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4117,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4118,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4119,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4120,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4121,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4122,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4123,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4124,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4125,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4126,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4127,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4128,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4129,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4130,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4131,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4132,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4133,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4134,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4135,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4136,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4137,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4138,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4139,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4140,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4141,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4142,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4143,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4144,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4145,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4146,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4147,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4148,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4149,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4150,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4151,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4152,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4153,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4154,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4155,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4156,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4157,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4158,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4159,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4160,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4161,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4162,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4163,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4164,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4165,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4166,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4167,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4168,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4169,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4170,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4171,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4172,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4173,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4174,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4175,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4176,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4177,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4178,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4179,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4180,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4181,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4182,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4183,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4184,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4185,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4186,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4187,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4188,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4189,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4190,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4191,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4192,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4193,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4194,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4195,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4196,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4197,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4198,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4199,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4200,-6,-7,14,0,0,0,0,0,0,FALSE
Player State4201,-6,-7,14,0,0,0,0,0,0,FALSE
