p,X,Y,Z,VX,VY,VZ,pitch,yaw,roll,bisBridgeOut
Player State463,-6,-7,14,0,0,0,0,0,0,FALSE
Player State464,-6,-7,14,0,0,0,0,0,0,FALSE
Player State465,-6,-7,14,0,0,0,0,0,0,FALSE
Player State466,-6,-7,14,0,0,0,0,0,0,FALSE
Player State467,-6,-7,14,0,0,0,0,0,0,FALSE
Player State468,-6,-7,14,0,0,0,0,0,0,FALSE
Player State469,-6,-7,14,0,0,0,0,0,0,FALSE
Player State470,-6,-7,14,0,0,0,0,0,0,FALSE
Player State471,-6,-7,14,0,0,0,0,0,0,FALSE
Player State472,-6,-7,14,0,0,0,0,0,0,FALSE
Player State473,-6,-7,14,0,0,0,0,0,0,FALSE
Player State474,-6,-7,14,0,0,0,0,0,0,FALSE
Player State475,-6,-7,14,0,0,0,0,0,0,FALSE
Player State476,-6,-7,14,0,0,0,0,0,0,FALSE
Player State477,-6,-7,14,0,0,0,0,0,0,FALSE
Player State478,-6,-7,14,0,0,0,0,0,0,FALSE
Player State479,-6,-7,14,0,0,0,0,0,0,FALSE
Player State480,-6,-7,14,0,0,0,0,0,0,FALSE
Player State481,-6,-7,14,0,0,0,0,0,0,FALSE
Player State482,-6,-7,14,0,0,0,0,0,0,FALSE
Player State483,-6,-7,14,0,0,0,0,0,0,FALSE
Player State484,-6,-7,14,0,0,0,0,0,0,FALSE
Player State485,-6,-7,14,0,0,0,0,0,0,FALSE
Player State486,-6,-7,14,0,0,0,0,0,0,FALSE
Player State487,-6,-7,14,0,0,0,0,0,0,FALSE
Player State488,-6,-7,14,0,0,0,0,0,0,FALSE
Player State489,-6,-7,14,0,0,0,0,0,0,FALSE
Player State490,-6,-7,14,0,0,0,0,0,0,FALSE
Player State491,-6,-7,14,0,0,0,0,0,0,FALSE
Player State492,-6,-7,14,0,0,0,0,0,0,FALSE
Player State493,-6,-7,14,0,0,0,0,0,0,FALSE
Player State494,-6,-7,14,0,0,0,0,0,0,FALSE
Player State495,-6,-7,14,0,0,0,0,0,0,FALSE
Player State496,-6,-7,14,0,0,0,0,0,0,FALSE
Player State497,-6,-7,14,0,0,0,0,0,0,FALSE
Player State498,-6,-7,14,0,0,0,0,0,0,FALSE
Player State499,-6,-7,14,0,0,0,0,0,0,FALSE
Player State500,-6,-7,14,0,0,0,0,0,0,FALSE
Player State501,-6,-7,14,0,0,0,0,0,0,FALSE
Player State502,-6,-7,14,0,0,0,0,0,0,FALSE
Player State503,-6,-7,14,0,0,0,0,0,0,FALSE
Player State504,-6,-7,14,0,0,0,0,0,0,FALSE
Player State505,-6,-7,14,0,0,0,0,0,0,FALSE
Player State506,-6,-7,14,0,0,0,0,0,0,FALSE
Player State507,-6,-7,14,0,0,0,0,0,0,FALSE
Player State508,-6,-7,14,0,0,0,0,0,0,FALSE
Player State509,-6,-7,14,0,0,0,0,0,0,FALSE
Player State510,-6,-7,14,0,0,0,0,0,0,FALSE
Player State511,-6,-7,14,0,0,0,0,0,0,FALSE
Player State512,-6,-7,14,0,0,0,0,0,0,FALSE
Player State513,-6,-7,14,0,0,0,0,0,0,FALSE
Player State514,-6,-7,14,0,0,0,0,0,0,FALSE
Player State515,-6,-7,14,0,0,0,0,0,0,FALSE
Player State516,-6,-7,14,0,0,0,0,0,0,FALSE
Player State517,-6,-7,14,0,0,0,0,0,0,FALSE
Player State518,-6,-7,14,0,0,0,0,0,0,FALSE
Player State519,-6,-7,14,0,0,0,0,0,0,FALSE
Player State520,-6,-7,14,0,0,0,0,0,0,FALSE
Player State521,-6,-7,14,0,0,0,0,0,0,FALSE
Player State522,-6,-7,14,0,0,0,0,0,0,FALSE
Player State523,-6,-7,14,0,0,0,0,0,0,FALSE
Player State524,-6,-7,14,0,0,0,0,0,0,FALSE
Player State525,-6,-7,14,0,0,0,0,0,0,FALSE
Player State526,-6,-7,14,0,0,0,0,0,0,FALSE
Player State527,-6,-7,14,0,0,0,0,0,0,FALSE
Player State528,-6,-7,14,0,0,0,0,0,0,FALSE
Player State529,-6,-7,14,0,0,0,0,0,0,FALSE
Player State530,-6,-7,14,0,0,0,0,0,0,FALSE
Player State531,-6,-7,14,0,0,0,0,0,0,FALSE
Player State532,-6,-7,14,0,0,0,0,0,0,FALSE
Player State533,-6,-7,14,0,0,0,0,0,0,FALSE
Player State534,-6,-7,14,0,0,0,0,0,0,FALSE
Player State535,-6,-7,14,0,0,0,0,0,0,FALSE
Player State536,-6,-7,14,0,0,0,0,0,0,FALSE
Player State537,-6,-7,14,0,0,0,0,0,0,FALSE
Player State538,-6,-7,14,0,0,0,0,0,0,FALSE
Player State539,-6,-7,14,0,0,0,0,0,0,FALSE
Player State540,-6,-7,14,0,0,0,0,0,0,FALSE
Player State541,-6,-7,14,0,0,0,0,0,0,FALSE
Player State542,-6,-7,14,0,0,0,0,0,0,FALSE
Player State543,-6,-7,14,0,0,0,0,0,0,FALSE
Player State544,-6,-7,14,0,0,0,0,0,0,FALSE
Player State545,-6,-7,14,0,0,0,0,0,0,FALSE
Player State546,-6,-7,14,0,0,0,0,0,0,FALSE
Player State547,-6,-7,14,0,0,0,0,0,0,FALSE
Player State548,-6,-7,14,0,0,0,0,0,0,FALSE
Player State549,-6,-7,14,0,0,0,0,0,0,FALSE
Player State550,-6,-7,14,0,0,0,0,0,0,FALSE
Player State551,-6,-7,14,0,0,0,0,0,0,FALSE
Player State552,-6,-7,14,0,0,0,0,0,0,FALSE
Player State553,-6,-7,14,0,0,0,0,0,0,FALSE
Player State554,-6,-7,14,0,0,0,0,0,0,FALSE
Player State555,-6,-7,14,0,0,0,0,0,0,FALSE
Player State556,-6,-7,14,0,0,0,0,0,0,FALSE
Player State557,-6,-7,14,0,0,0,0,0,0,FALSE
Player State558,-6,-7,14,0,0,0,0,0,0,FALSE
Player State559,-6,-7,14,0,0,0,0,0,0,FALSE
Player State560,-6,-7,14,0,0,0,0,0,0,FALSE
Player State561,-6,-7,14,0,0,0,0,0,0,FALSE
Player State562,-6,-7,14,0,0,0,0,0,0,FALSE
Player State563,-6,-7,14,0,0,0,0,0,0,FALSE
Player State564,-6,-7,14,0,0,0,0,0,0,FALSE
Player State565,-6,-7,14,0,0,0,0,0,0,FALSE
Player State566,-6,-7,14,0,0,0,0,0,0,FALSE
Player State567,-6,-7,14,0,0,0,0,0,0,FALSE
Player State568,-6,-7,14,0,0,0,0,0,0,FALSE
Player State569,-6,-7,14,0,0,0,0,0,0,FALSE
Player State570,-6,-7,14,0,0,0,0,0,0,FALSE
Player State571,-6,-7,14,0,0,0,0,0,0,FALSE
Player State572,-6,-7,14,0,0,0,0,0,0,FALSE
Player State573,-6,-7,14,0,0,0,0,0,0,FALSE
Player State574,-6,-7,14,0,0,0,0,0,0,FALSE
Player State575,-6,-7,14,0,0,0,0,0,0,FALSE
Player State576,-6,-7,14,0,0,0,0,0,0,FALSE
Player State577,-6,-7,14,0,0,0,0,0,0,FALSE
Player State578,-6,-7,14,0,0,0,0,0,0,FALSE
Player State579,-6,-7,14,0,0,0,0,0,0,FALSE
Player State580,-6,-7,14,0,0,0,0,0,0,FALSE
Player State581,-6,-7,14,0,0,0,0,0,0,FALSE
Player State582,-6,-7,14,0,0,0,0,0,0,FALSE
Player State583,-6,-7,14,0,0,0,0,0,0,FALSE
Player State584,-6,-7,14,0,0,0,0,0,0,FALSE
Player State585,-6,-7,14,0,0,0,0,0,0,FALSE
Player State586,-6,-7,14,0,0,0,0,0,0,FALSE
Player State587,-6,-7,14,0,0,0,0,0,0,FALSE
Player State588,-6,-7,14,0,0,0,0,0,0,FALSE
Player State589,-6,-7,14,0,0,0,0,0,0,FALSE
Player State590,-6,-7,14,0,0,0,0,0,0,FALSE
Player State591,-6,-7,14,0,0,0,0,0,0,FALSE
Player State592,-6,-7,14,0,0,0,0,0,0,FALSE
Player State593,-6,-7,14,0,0,0,0,0,0,FALSE
Player State594,-6,-7,14,0,0,0,0,0,0,FALSE
Player State595,-6,-7,14,0,0,0,0,0,0,FALSE
Player State596,-6,-7,14,0,0,0,0,0,0,FALSE
Player State597,-6,-7,14,0,0,0,0,0,0,FALSE
Player State598,-6,-7,14,0,0,0,0,0,0,FALSE
Player State599,-6,-7,14,0,0,0,0,0,0,FALSE
Player State600,-6,-7,14,0,0,0,0,0,0,FALSE
Player State601,-6,-7,14,0,0,0,0,0,0,FALSE
Player State602,-6,-7,14,0,0,0,0,0,0,FALSE
Player State603,-6,-7,14,0,0,0,0,0,0,FALSE
Player State604,-6,-7,14,0,0,0,0,0,0,FALSE
Player State605,-6,-7,14,0,0,0,0,0,0,FALSE
Player State606,-6,-7,14,0,0,0,0,0,0,FALSE
Player State607,-6,-7,14,0,0,0,0,0,0,FALSE
Player State608,-6,-7,14,0,0,0,0,0,0,FALSE
Player State609,-6,-7,14,0,0,0,0,0,0,FALSE
Player State610,-6,-7,14,0,0,0,0,0,0,FALSE
Player State611,-6,-7,14,0,0,0,0,0,0,FALSE
Player State612,-6,-7,14,0,0,0,0,0,0,FALSE
Player State613,-6,-7,14,0,0,0,0,0,0,FALSE
Player State614,-6,-7,14,0,0,0,0,0,0,FALSE
Player State615,-6,-7,14,0,0,0,0,0,0,FALSE
Player State616,-6,-7,14,0,0,0,0,0,0,FALSE
Player State617,-6,-7,14,0,0,0,0,0,0,FALSE
Player State618,-6,-7,14,0,0,0,0,0,0,FALSE
Player State619,-6,-7,14,0,0,0,0,0,0,FALSE
Player State620,-6,-7,14,0,0,0,0,0,0,FALSE
Player State621,-6,-7,14,0,0,0,0,0,0,FALSE
Player State622,-6,-7,14,0,0,0,0,0,0,FALSE
Player State623,-6,-7,14,0,0,0,0,0,0,FALSE
Player State624,-6,-7,14,0,0,0,0,0,0,FALSE
Player State625,-6,-7,14,0,0,0,0,0,0,FALSE
Player State626,-6,-7,14,0,0,0,0,0,0,FALSE
Player State627,-6,-7,14,0,0,0,0,0,0,FALSE
Player State628,-6,-7,14,0,0,0,0,0,0,FALSE
Player State629,-6,-7,14,0,0,0,0,0,0,FALSE
Player State630,-6,-7,14,0,0,0,0,0,0,FALSE
Player State631,-6,-7,14,0,0,0,0,0,0,FALSE
Player State632,-6,-7,14,0,0,0,0,0,0,FALSE
Player State633,-6,-7,14,0,0,0,0,0,0,FALSE
Player State634,-6,-7,14,0,0,0,0,0,0,FALSE
Player State635,-6,-7,14,0,0,0,0,0,0,FALSE
Player State636,-6,-7,14,0,0,0,0,0,0,FALSE
Player State637,-6,-7,14,0,0,0,0,0,0,FALSE
Player State638,-6,-7,14,0,0,0,0,0,0,FALSE
Player State639,-6,-7,14,0,0,0,0,0,0,FALSE
Player State640,-6,-7,14,0,0,0,0,0,0,FALSE
Player State641,-6,-7,14,0,0,0,0,0,0,FALSE
Player State642,-6,-7,14,0,0,0,0,0,0,FALSE
Player State643,-6,-7,14,0,0,0,0,0,0,FALSE
Player State644,-6,-7,14,0,0,0,0,0,0,FALSE
Player State645,-6,-7,14,0,0,0,0,0,0,FALSE
Player State646,-6,-7,14,0,0,0,0,0,0,FALSE
Player State647,-6,-7,14,0,0,0,0,0,0,FALSE
Player State648,-6,-7,14,0,0,0,0,0,0,FALSE
Player State649,-6,-7,14,0,0,0,0,0,0,FALSE
Player State650,-6,-7,14,0,0,0,0,0,0,FALSE
Player State651,-6,-7,14,0,0,0,0,0,0,FALSE
Player State652,-6,-7,14,0,0,0,0,0,0,FALSE
Player State653,-6,-7,14,0,0,0,0,0,0,FALSE
Player State654,-6,-7,14,0,0,0,0,0,0,FALSE
Player State655,-6,-7,14,0,0,0,0,0,0,FALSE
Player State656,-6,-7,14,0,0,0,0,0,0,FALSE
Player State657,-6,-7,14,0,0,0,0,0,0,FALSE
Player State658,-6,-7,14,0,0,0,0,0,0,FALSE
Player State659,-6,-7,14,0,0,0,0,0,0,FALSE
Player State660,-6,-7,14,0,0,0,0,0,0,FALSE
Player State661,-6,-7,14,0,0,0,0,0,0,FALSE
Player State662,-6,-7,14,0,0,0,0,0,0,FALSE
Player State663,-6,-7,14,0,0,0,0,0,0,FALSE
Player State664,-6,-7,14,0,0,0,0,0,0,FALSE
Player State665,-6,-7,14,0,0,0,0,0,0,FALSE
Player State666,-6,-7,14,0,0,0,0,0,0,FALSE
Player State667,-6,-7,14,0,0,0,0,0,0,FALSE
Player State668,-6,-7,14,0,0,0,0,0,0,FALSE
Player State669,-6,-7,14,0,0,0,0,0,0,FALSE
Player State670,-6,-7,14,0,0,0,0,0,0,FALSE
Player State671,-6,-7,14,0,0,0,0,0,0,FALSE
Player State672,-6,-7,14,0,0,0,0,0,0,FALSE
Player State673,-6,-7,14,0,0,0,0,0,0,FALSE
Player State674,-6,-7,14,0,0,0,0,0,0,FALSE
Player State675,-6,-7,14,0,0,0,0,0,0,FALSE
Player State676,-6,-7,14,0,0,0,0,0,0,FALSE
Player State677,-6,-7,14,0,0,0,0,0,0,FALSE
Player State678,-6,-7,14,0,0,0,0,0,0,FALSE
Player State679,-6,-7,14,0,0,0,0,0,0,FALSE
Player State680,-6,-7,14,0,0,0,0,0,0,FALSE
Player State681,-6,-7,14,0,0,0,0,0,0,FALSE
Player State682,-6,-7,14,0,0,0,0,0,0,FALSE
Player State683,-6,-7,14,0,0,0,0,0,0,FALSE
Player State684,-6,-7,14,0,0,0,0,0,0,FALSE
Player State685,-6,-7,14,0,0,0,0,0,0,FALSE
Player State686,-6,-7,14,0,0,0,0,0,0,FALSE
Player State687,-6,-7,14,0,0,0,0,0,0,FALSE
Player State688,-6,-7,14,0,0,0,0,0,0,FALSE
Player State689,-6,-7,14,0,0,0,0,0,0,FALSE
Player State690,-6,-7,14,0,0,0,0,0,0,FALSE
Player State691,-6,-7,14,0,0,0,0,0,0,FALSE
Player State692,-6,-7,14,0,0,0,0,0,0,FALSE
Player State693,-6,-7,14,0,0,0,0,0,0,FALSE
Player State694,-6,-7,14,0,0,0,0,0,0,FALSE
Player State695,-6,-7,14,0,0,0,0,0,0,FALSE
Player State696,-6,-7,14,0,0,0,0,0,0,FALSE
Player State697,-6,-7,14,0,0,0,0,0,0,FALSE
Player State698,-6,-7,14,0,0,0,0,0,0,FALSE
Player State699,-6,-7,14,0,0,0,0,0,0,FALSE
Player State700,-6,-7,14,0,0,0,0,0,0,FALSE
Player State701,-6,-7,14,0,0,0,0,0,0,FALSE
Player State702,-6,-7,14,0,0,0,0,0,0,FALSE
Player State703,-6,-7,14,0,0,0,0,0,0,FALSE
Player State704,-6,-7,14,0,0,0,0,0,0,FALSE
Player State705,-6,-7,14,0,0,0,0,0,0,FALSE
Player State706,-6,-7,14,0,0,0,0,0,0,FALSE
Player State707,-6,-7,14,0,0,0,0,0,0,FALSE
Player State708,-6,-7,14,0,0,0,0,0,0,FALSE
Player State709,-6,-7,14,0,0,0,0,0,0,FALSE
Player State710,-6,-7,14,0,0,0,0,0,0,FALSE
Player State711,-6,-7,14,0,0,0,0,0,0,FALSE
Player State712,-6,-7,14,0,0,0,0,0,0,FALSE
Player State713,-6,-7,14,0,0,0,0,0,0,FALSE
Player State714,-6,-7,14,0,0,0,0,0,0,FALSE
Player State715,-6,-7,14,0,0,0,0,0,0,FALSE
Player State716,-6,-7,14,0,0,0,0,0,0,FALSE
Player State717,-6,-7,14,0,0,0,0,0,0,FALSE
Player State718,-6,-7,14,0,0,0,0,0,0,FALSE
Player State719,-6,-7,14,0,0,0,0,0,0,FALSE
Player State720,-6,-7,14,0,0,0,0,0,0,FALSE
Player State721,-6,-7,14,0,0,0,0,0,0,FALSE
Player State722,-6,-7,14,0,0,0,0,0,0,FALSE
Player State723,-6,-7,14,0,0,0,0,0,0,FALSE
Player State724,-6,-7,14,0,0,0,0,0,0,FALSE
Player State725,-6,-7,14,0,0,0,0,0,0,FALSE
Player State726,-6,-7,14,0,0,0,0,0,0,FALSE
Player State727,-6,-7,14,0,0,0,0,0,0,FALSE
Player State728,-6,-7,14,0,0,0,0,0,0,FALSE
Player State729,-6,-7,14,0,0,0,0,0,0,FALSE
Player State730,-6,-7,14,0,0,0,0,0,0,FALSE
Player State731,-6,-7,14,0,0,0,0,0,0,FALSE
Player State732,-6,-7,14,0,0,0,0,0,0,FALSE
Player State733,-6,-7,14,0,0,0,0,0,0,FALSE
Player State734,-6,-7,14,0,0,0,0,0,0,FALSE
Player State735,-6,-7,14,0,0,0,0,0,0,FALSE
Player State736,-6,-7,14,0,0,0,0,0,0,FALSE
Player State737,-6,-7,14,0,0,0,0,0,0,FALSE
Player State738,-6,-7,14,0,0,0,0,0,0,FALSE
Player State739,-6,-7,14,0,0,0,0,0,0,FALSE
Player State740,-6,-7,14,0,0,0,0,0,0,FALSE
Player State741,-6,-7,14,0,0,0,0,0,0,FALSE
Player State742,-6,-7,14,0,0,0,0,0,0,FALSE
Player State743,-6,-7,14,0,0,0,0,0,0,FALSE
Player State744,-6,-7,14,0,0,0,0,0,0,FALSE
Player State745,-6,-7,14,0,0,0,0,0,0,FALSE
Player State746,-6,-7,14,0,0,0,0,0,0,FALSE
Player State747,-6,-7,14,0,0,0,0,0,0,FALSE
Player State748,-6,-7,14,0,0,0,0,0,0,FALSE
Player State749,-6,-7,14,0,0,0,0,0,0,FALSE
Player State750,-6,-7,14,0,0,0,0,0,0,FALSE
Player State751,-6,-7,14,0,0,0,0,0,0,FALSE
Player State752,-6,-7,14,0,0,0,0,0,0,FALSE
Player State753,-6,-7,14,0,0,0,0,0,0,FALSE
Player State754,-6,-7,14,0,0,0,0,0,0,FALSE
Player State755,-6,-7,14,0,0,0,0,0,0,FALSE
Player State756,-6,-7,14,0,0,0,0,0,0,FALSE
Player State757,-6,-7,14,0,0,0,0,0,0,FALSE
Player State758,-6,-7,14,0,0,0,0,0,0,FALSE
Player State759,-6,-7,14,0,0,0,0,0,0,FALSE
Player State760,-6,-7,14,0,0,0,0,0,0,FALSE
Player State761,-6,-7,14,0,0,0,0,0,0,FALSE
Player State762,-6,-7,14,0,0,0,0,0,0,FALSE
Player State763,-6,-7,14,0,0,0,0,0,0,FALSE
Player State764,-6,-7,14,0,0,0,0,0,0,FALSE
Player State765,-6,-7,14,0,0,0,0,0,0,FALSE
Player State766,-6,-7,14,0,0,0,0,0,0,FALSE
Player State767,-6,-7,14,0,0,0,0,0,0,FALSE
Player State768,-6,-7,14,0,0,0,0,0,0,FALSE
Player State769,-6,-7,14,0,0,0,0,0,0,FALSE
Player State770,-6,-7,14,0,0,0,0,0,0,FALSE
Player State771,-6,-7,14,0,0,0,0,0,0,FALSE
Player State772,-6,-7,14,0,0,0,0,0,0,FALSE
Player State773,-6,-7,14,0,0,0,0,0,0,FALSE
Player State774,-6,-7,14,0,0,0,0,0,0,FALSE
Player State775,-6,-7,14,0,0,0,0,0,0,FALSE
Player State776,-6,-7,14,0,0,0,0,0,0,FALSE
Player State777,-6,-7,14,0,0,0,0,0,0,FALSE
Player State778,-6,-7,14,0,0,0,0,0,0,FALSE
Player State779,-6,-7,14,0,0,0,0,0,0,FALSE
Player State780,-6,-7,14,0,0,0,0,0,0,FALSE
Player State781,-6,-7,14,0,0,0,0,0,0,FALSE
Player State782,-6,-7,14,0,0,0,0,0,0,FALSE
Player State783,-6,-7,14,0,0,0,0,0,0,FALSE
Player State784,-6,-7,14,0,0,0,0,0,0,FALSE
Player State785,-6,-7,14,0,0,0,0,0,0,FALSE
Player State786,-6,-7,14,0,0,0,0,0,0,FALSE
Player State787,-6,-7,14,0,0,0,0,0,0,FALSE
Player State788,-6,-7,14,0,0,0,0,0,0,FALSE
Player State789,-6,-7,14,0,0,0,0,0,0,FALSE
Player State790,-6,-7,14,0,0,0,0,0,0,FALSE
Player State791,-6,-7,14,0,0,0,0,0,0,FALSE
Player State792,-6,-7,14,0,0,0,0,0,0,FALSE
Player State793,-6,-7,14,0,0,0,0,0,0,FALSE
Player State794,-6,-7,14,0,0,0,0,0,0,FALSE
Player State795,-6,-7,14,0,0,0,0,0,0,FALSE
Player State796,-6,-7,14,0,0,0,0,0,0,FALSE
Player State797,-6,-7,14,0,0,0,0,0,0,FALSE
Player State798,-6,-7,14,0,0,0,0,0,0,FALSE
Player State799,-6,-7,14,0,0,0,0,0,0,FALSE
Player State800,-6,-7,14,0,0,0,0,0,0,FALSE
Player State801,-6,-7,14,0,0,0,0,0,0,FALSE
Player State802,-6,-7,14,0,0,0,0,0,0,FALSE
Player State803,-6,-7,14,0,0,0,0,0,0,FALSE
Player State804,-6,-7,14,0,0,0,0,0,0,FALSE
Player State805,-6,-7,14,0,0,0,0,0,0,FALSE
Player State806,-6,-7,14,0,0,0,0,0,0,FALSE
Player State807,-6,-7,14,0,0,0,0,0,0,FALSE
Player State808,-6,-7,14,0,0,0,0,0,0,FALSE
Player State809,-6,-7,14,0,0,0,0,0,0,FALSE
Player State810,-6,-7,14,0,0,0,0,0,0,FALSE
Player State811,-6,-7,14,0,0,0,0,0,0,FALSE
Player State812,-6,-7,14,0,0,0,0,0,0,FALSE
Player State813,-6,-7,14,0,0,0,0,0,0,FALSE
Player State814,-6,-7,14,0,0,0,0,0,0,FALSE
Player State815,-6,-7,14,0,0,0,0,0,0,FALSE
Player State816,-6,-7,14,0,0,0,0,0,0,FALSE
Player State817,-6,-7,14,0,0,0,0,0,0,FALSE
Player State818,-6,-7,14,0,0,0,0,0,0,FALSE
Player State819,-6,-7,14,0,0,0,0,0,0,FALSE
Player State820,-6,-7,14,0,0,0,0,0,0,FALSE
Player State821,-6,-7,14,0,0,0,0,0,0,FALSE
Player State822,-6,-7,14,0,0,0,0,0,0,FALSE
Player State823,-6,-7,14,0,0,0,0,0,0,FALSE
Player State824,-6,-7,14,0,0,0,0,0,0,FALSE
Player State825,-6,-7,14,0,0,0,0,0,0,FALSE
Player State826,-6,-7,14,0,0,0,0,0,0,FALSE
Player State827,-6,-7,14,0,0,0,0,0,0,FALSE
Player State828,-6,-7,14,0,0,0,0,0,0,FALSE
Player State829,-6,-7,14,0,0,0,0,0,0,FALSE
Player State830,-6,-7,14,0,0,0,0,0,0,FALSE
Player State831,-6,-7,14,0,0,0,0,0,0,FALSE
Player State832,-6,-7,14,0,0,0,0,0,0,FALSE
Player State833,-6,-7,14,0,0,0,0,0,0,FALSE
Player State834,-6,-7,14,0,0,0,0,0,0,FALSE
Player State835,-6,-7,14,0,0,0,0,0,0,FALSE
Player State836,-6,-7,14,0,0,0,0,0,0,FALSE
Player State837,-6,-7,14,0,0,0,0,0,0,FALSE
Player State838,-6,-7,14,0,0,0,0,0,0,FALSE
Player State839,-6,-7,14,0,0,0,0,0,0,FALSE
Player State840,-6,-7,14,0,0,0,0,0,0,FALSE
Player State841,-6,-7,14,0,0,0,0,0,0,FALSE
Player State842,-6,-7,14,0,0,0,0,0,0,FALSE
Player State843,-6,-7,14,0,0,0,0,0,0,FALSE
Player State844,-6,-7,14,0,0,0,0,0,0,FALSE
Player State845,-6,-7,14,0,0,0,0,0,0,FALSE
Player State846,-6,-7,14,0,0,0,0,0,0,FALSE
Player State847,-6,-7,14,0,0,0,0,0,0,FALSE
Player State848,-6,-7,14,0,0,0,0,0,0,FALSE
Player State849,-6,-7,14,0,0,0,0,0,0,FALSE
Player State850,-6,-7,14,0,0,0,0,0,0,FALSE
Player State851,-6,-7,14,0,0,0,0,0,0,FALSE
Player State852,-6,-7,14,0,0,0,0,0,0,FALSE
Player State853,-6,-7,14,0,0,0,0,0,0,FALSE
Player State854,-6,-7,14,0,0,0,0,0,0,FALSE
Player State855,-6,-7,14,0,0,0,0,0,0,FALSE
Player State856,-6,-7,14,0,0,0,0,0,0,FALSE
Player State857,-6,-7,14,0,0,0,0,0,0,FALSE
Player State858,-6,-7,14,0,0,0,0,0,0,FALSE
Player State859,-6,-7,14,0,0,0,0,0,0,FALSE
Player State860,-6,-7,14,0,0,0,0,0,0,FALSE
Player State861,-6,-7,14,0,0,0,0,0,0,FALSE
Player State862,-6,-7,14,0,0,0,0,0,0,FALSE
Player State863,-6,-7,14,0,0,0,0,0,0,FALSE
Player State864,-6,-7,14,0,0,0,0,0,0,FALSE
Player State865,-6,-7,14,0,0,0,0,0,0,FALSE
Player State866,-6,-7,14,0,0,0,0,0,0,FALSE
Player State867,-6,-7,14,0,0,0,0,0,0,FALSE
Player State868,-6,-7,14,0,0,0,0,0,0,FALSE
Player State869,-6,-7,14,0,0,0,0,0,0,FALSE
Player State870,-6,-7,14,0,0,0,0,0,0,FALSE
Player State871,-6,-7,14,0,0,0,0,0,0,FALSE
Player State872,-6,-7,14,0,0,0,0,0,0,FALSE
Player State873,-6,-7,14,0,0,0,0,0,0,FALSE
Player State874,-6,-7,14,0,0,0,0,0,0,FALSE
Player State875,-6,-7,14,0,0,0,0,0,0,FALSE
Player State876,-6,-7,14,0,0,0,0,0,0,FALSE
Player State877,-6,-7,14,0,0,0,0,0,0,FALSE
Player State878,-6,-7,14,0,0,0,0,0,0,FALSE
Player State879,-6,-7,14,0,0,0,0,0,0,FALSE
Player State880,-6,-7,14,0,0,0,0,0,0,FALSE
Player State881,-6,-7,14,0,0,0,0,0,0,FALSE
Player State882,-6,-7,14,0,0,0,0,0,0,FALSE
Player State883,-6,-7,14,0,0,0,0,0,0,FALSE
Player State884,-6,-7,14,0,0,0,0,0,0,FALSE
Player State885,-6,-7,14,0,0,0,0,0,0,FALSE
Player State886,-6,-7,14,0,0,0,0,0,0,FALSE
Player State887,-6,-7,14,0,0,0,0,0,0,FALSE
Player State888,-6,-7,14,0,0,0,0,0,0,FALSE
Player State889,-6,-7,14,0,0,0,0,0,0,FALSE
Player State890,-6,-7,14,0,0,0,0,0,0,FALSE
Player State891,-6,-7,14,0,0,0,0,0,0,FALSE
Player State892,-6,-7,14,0,0,0,0,0,0,FALSE
Player State893,-6,-7,14,0,0,0,0,0,0,FALSE
Player State894,-6,-7,14,0,0,0,0,0,0,FALSE
Player State895,-6,-7,14,0,0,0,0,0,0,FALSE
Player State896,-6,-7,14,0,0,0,0,0,0,FALSE
Player State897,-6,-7,14,0,0,0,0,0,0,FALSE
Player State898,-6,-7,14,0,0,0,0,0,0,FALSE
Player State899,-6,-7,14,0,0,0,0,0,0,FALSE
Player State900,-6,-7,14,0,0,0,0,0,0,FALSE
Player State901,-6,-7,14,0,0,0,0,0,0,FALSE
Player State902,-6,-7,14,0,0,0,0,0,0,FALSE
Player State903,-6,-7,14,0,0,0,0,0,0,FALSE
Player State904,-6,-7,14,0,0,0,0,0,0,FALSE
Player State905,-6,-7,14,0,0,0,0,0,0,FALSE
Player State906,-6,-7,14,0,0,0,0,0,0,FALSE
Player State907,-6,-7,14,0,0,0,0,0,0,FALSE
Player State908,-6,-7,14,0,0,0,0,0,0,FALSE
Player State909,-6,-7,14,0,0,0,0,0,0,FALSE
Player State910,-6,-7,14,0,0,0,0,0,0,FALSE
Player State911,-6,-7,14,0,0,0,0,0,0,FALSE
Player State912,-6,-7,14,0,0,0,0,0,0,FALSE
Player State913,-6,-7,14,0,0,0,0,0,0,FALSE
Player State914,-6,-7,14,0,0,0,0,0,0,FALSE
Player State915,-6,-7,14,0,0,0,0,0,0,FALSE
Player State916,-6,-7,14,0,0,0,0,0,0,FALSE
Player State917,-6,-7,14,0,0,0,0,0,0,FALSE
Player State918,-6,-7,14,0,0,0,0,0,0,FALSE
Player State919,-6,-7,14,0,0,0,0,0,0,FALSE
Player State920,-6,-7,14,0,0,0,0,0,0,FALSE
Player State921,-6,-7,14,0,0,0,0,0,0,FALSE
Player State922,-6,-7,14,0,0,0,0,0,0,FALSE
Player State923,-6,-7,14,0,0,0,0,0,0,FALSE
Player State924,-6,-7,14,0,0,0,0,0,0,FALSE
Player State925,-6,-7,14,0,0,0,0,0,0,FALSE
Player State926,-6,-7,14,0,0,0,0,0,0,FALSE
Player State927,-6,-7,14,0,0,0,0,0,0,FALSE
